ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
354,"Sudah lama ga ke Excelso dan cobain yang di Pakuwon Mall ini. Pelayanan Excelso biasanya ramah dan sangat membantu. Ini pelayan cowonya pura-pura ga lihat saat dipanggil. Saat mengantar makanan ditaruh di pinggir jadi kita harus ambil sendiri sudah kayak makan di tempat prasmanan. Minuman Avocado Float baru keluar setelah beberapa makanan habis. Saat ditanya ke mbanya yang namanya Sally, gak ada minta maafnya cuma ngomong  Sedang di blender kak . Saat ngomong dan tanya order (karena beberapa ga keluar) juga agak ketus. Pesen spaghetti dan fettuccine semuanya overcooked jadi ga enak. Pengalaman buruk banget, ga akan balik yang di Pakuwon Mall. Jelek banget servicenya.",2,675,lama excelso cobain pakuwon mall layan excelso biasa ramah sangat bantu layan cowonya pura lihat panggil antar makan taruh pinggir jadi harus ambil sendiri kayak makan tempat prasmanan minum avocado float baru keluar beberapa makan habis tanya mbanya nama sally gak minta maaf cuma ngomong sedang di blender kak ngomong tanya order beberapa keluar agak ketus sen spaghetti fettuccine semua overcooked jadi enak alam buruk banget balik di pakuwon mall jelek banget servicenya,474
355,"Agak panas, mungkin ac-nya mati kemarin.",5,40,panas mungkin ac-nya mati kemarin,33
356,"The atmosphere is elegant, the fragrance is rich, mellow and intoxicating, and the lighting is soft. It is a good place to gather, reminisce and talk. .",5,152,the atmosphere is elegant the fragrance is rich mellow and intoxicating and the lighting is soft it is a good place to gather reminisce and talk,144
357,Tempat langganan buat Ngopi. Letak nya di Galaxy Mall 2 sebelah SOGO. Menu Favorit Latte / Green Tea dan Peanut Panini. Starbucks disini selalu ramai pengunjung.,5,161,tempat langgan buat ngopi letak galaxy mall 2 belah sogo menu favorit latte green tea peanut panini starbucks sini selalu ramai unjung,134
358,"Harga sesuai rasa, nyaman, aman ... pelayan sangat ramah",5,56,harga sesuai rasa nyaman aman layan sangat ramah,48
359,"Bu kris ruko pengampon. Baru kali ini gw kayak merasa di tipu gt, beli kotakan tp dikasih harga masing2 per item, tp makanan yg di dapat gak sesuai dengan harga per item tersebut, kecewa padahal udah langganan dsini tp baru kali ini di kecewain, Gw beli juga banyak, habis hampir 1.5 jt tp kayak gak puas gt, kalo dijelasin gak detail banget pelayanannya, kalo dikasih harga per item ya yg sesuai gt lho sama makanan yg di dapat. Buat yg mau bungkus disini mending tanya yg detail deh drpada kena zonk kayak gw",1,510,bu kris ruko pengampon baru kali gw kayak rasa tipu gt beli kota tp kasih harga masing2 per item tp makan dapat gak sesuai harga per item sebut kecewa padahal udah langgan dsini tp baru kali kecewain gw beli banyak habis hampir 1 5 jt tp kayak gak puas gt kalo dijelasin gak detail banget layan kalo kasih harga per item sesuai gt lho sama makan di dapat buat mau bungkus sini mending tanya detail deh drpada kena zonk kayak gw,427
360,"suasananya nyaman penerangan juga pas, rasa minuman dn makanan dg hrga sgtu trmasuk enak worth to buy",5,101,suasana nyaman terang pas rasa minum dn makan dg hrga sgtu trmasuk enak worth to buy,84
361,"Coba belajar dari paper cup sama merci cafe. Minuman mereka worth pol dengan harga segitu. Masa minuman kalian udah gelas kecil, ga diisi full, banyak laron, mahal lagi, dll.",1,174,coba ajar paper cup sama merci cafe minum worth pol harga segitu masa minum kalian udah gelas kecil isi full banyak laron mahal dll,131
362,Gacoan margo lelet banget. Terima nota pukul 20.18. Keluar dari gacoan 21.00. Order hanya 1 mie dan 1 dimsum. 18 februari 2024,1,126,gaco margo lelet banget terima nota pukul 20 18 keluar gaco 21 00 order 1 mie 1 dimsum 18 februari 2024,103
363,"Bu Kris emg pilihan kalo lagi mau indonesian food dimana smua menu ada, mulai dr penyetan hingga empek empek ada semua, dengan harga yang relatif stabil. Sayang cabang bu kris ini bertempat di dalam kompleks pertokoan sehingga yang berkemdaraan harus bayar parkir kompleks sekitar 8.000 untuk mobil",4,298,bu kris emg pilih kalo mau indonesian food mana smua menu mulai dr penyet hingga empek empek semua harga relatif stabil sayang cabang bu kris tempat dalam kompleks toko berkemdaraan bayar parkir kompleks 8 000 mobil,215
364,Jual roti....enak n murah banget,5,32,jual roti enak n murah banget,29
365,"Sistem layanan yang semakin membanggongkan, kemarin kebagian tempat duduk mana, malah ke pindah gara2 sudah ditempatin orang lain, malah kita yang cari tempatnya, tpi untung karyawan yang lainnya mau merespon dengan cepat.",3,222,sistem layan makin membanggongkan kemarin tempat duduk mana malah pindah gara2 ditempatin orang malah cari tempat tpi untung karyawan lain mau merespon cepat,157
366,"Makanan enak, minuman enak, sayang ga ada mushola",4,49,makan enak minum enak sayang mushola,36
367,"Paling suka Starbucks di TP 6. Favorit spot di open areanya. Bs ngopi sambil bengong & liat aktivitas mobil2 di bawah yg lalu lalang, healing ala aku meski ttp di dlm mall :) Jgn malu buat tanya minuman rekomen baristanya & snack yg dimau.",4,239,paling suka starbucks tp 6 favorit spot open area bs ngopi bengong liat aktivitas mobil2 bawah lalu lalang healing ala aku meski ttp dlm mall jgn malu buat tanya minum rekomen baristanya snack mau,196
368,"Toiletnya dimaintenance dong, air wc smaa air wastafel kok mati semua.",1,70,toilet dimaintenance dong air wc smaa air wastafel kok mati semua,65
369,Enakk makanannya dan waitersnya ramah pelayanannya.,4,51,enakk makan waitersnya ramah layan,34
370,Store Managernya senior saya,5,28,store managernya senior,23
371,"bintang 3 dulu, drive thrunya agak lelet cuy, 20 menitan nunggu ga keluar2 itu minuman",3,86,bintang 3 dulu drive thrunya lelet cuy 20 menit nunggu keluar2 minum,68
372,"Mie Mapan di BG Junction adalah surga bagi pecinta mie. Rasanya autentik dan cita rasanya khas. Suasana restorannya nyaman, cocok untuk keluarga atau teman. Pelayanan cepat dan ramah menambah kepuasan. Hidangan mie yang lezat dan variasi menu membuat Mie Mapan di BG Junction menjadi destinasi kuliner yang wajib dicoba bagi penggemar mie yang mencari pengalaman kuliner yang otentik.",5,384,mie mapan bg junction surga cinta mie rasa autentik cita rasa khas suasana restoran nyaman cocok keluarga teman layan cepat ramah tambah puas hidang mie lezat variasi menu buat mie mapan bg junction jadi destinasi kuliner wajib coba gemar mie cari alam kuliner otentik,268
373,Setiap ke Surabaya pasti mampir ke sini...,5,42,tiap surabaya mampir sini,25
374,"Udah beberapa kali kesini karyawannya selalu ga ramah Trs dijam set8 lantai 2 katanya sdh close. Lt 1 gaada tempat untuk charger Trs ada pembeli lain yang nyaut mesti alasane ngunu, mesti close Indo: selalu alasannya begitu, selalu close Makasih bukk mewakili sekali",3,266,udah beberapa kali kesini karyawannya selalu ramah trs jam set8 lantai 2 kata sdh close lt 1 gaada tempat charger trs beli nyaut mesti alasane ngunu mesti close indo selalu alas selalu close makasih bukk wakil sekali,216
375,"Makanan oke tapi pelayanan sang kasir trainee ini yang sangat tidak oke. Sy usulkan tidak usah diterima kasir yg masih training baju putih itu sombong sekali, menghina. Saat pembayaran di jam 20.45:WIB Jumat , 22-12-2023. Pembayaran nyaris 2 juta tanya apa bill bisa dipending besok utk souvernir boneka di GM, ekspresi muka dan jawabannya bikin tersinggung. Heran ya, ini trainee kog nyinyir daripada karyawan tetap yg semuanya ramah",2,434,makan oke layan sang kasir trainee sangat oke sy usul usah terima kasir training baju putih sombong sekali hina bayar jam 20 45 wib jumat 22-12-2023 bayar nyaris 2 juta tanya apa bill pending besok utk souvernir boneka gm ekspresi muka jawab bikin singgung heran ini trainee kog nyinyir karyawan tetap semua ramah,313
376,Yg penting bisa rokok an,3,24,penting rokok an,16
377,Dulu ke sini waktu acara ultah teman yg ke 40. Kemarin ultah anak ke 7. Suasananya ternyata cocok juga untuk ultah anak.,5,120,dulu sini waktu acara ultah teman 40 kemarin ultah anak 7 suasana nyata cocok untuk ultah anak,94
378,masakannya enak,5,15,masakan enak,12
379,"Makanannya enak, tempat nya nyaman",5,34,makan enak tempat nyaman,24
380,"Gut place, Gut service, Gut recommend banget deh",5,48,gut place gut service gut recommend banget deh,46
381,"Order dua menu, ayam empal dan empal bakwan. Take away. Waktu tunggu 10-15 menit. Pelayanan ramah. Tempat bersih, parkir mobil luas. Untuk rasa maaf menurut saya rada keasinan",3,175,order menu ayam empal empal bakwan take away waktu tunggu 10-15 menit layan ramah tempat bersih parkir mobil luas rasa maaf turut rada asin,139
382,"Dari dulu sering bgt beli chatime di sini. Cuma karena skr berusaha mengurangi minuman manis, jd sudah jarang bgt ke sini. Akhirnya coba lagi beli, rasanya masih enak tp memang manis walaupun sudah minta less sugar 50%. Mungkin saya saja yg sudah tidak biasa minum manis",5,270,dulu sering bgt beli chatime sini cuma skr usaha kurang minum manis jd jarang bgt sini akhir coba beli rasa enak tp memang manis walaupun minta less sugar 50 mungkin saja tidak biasa minum manis,194
383,The best pokoknya rasane,5,24,the best pokok rasane,21
384,"Di dalam Grand City Mall, Area smooking nya luas dan nyaman. Cocok buat menunggu keluarga belanja, kerja dengan laptop ataupun ketemu rekan Kopi dan menu standard excelso, Recomended",4,182,dalam grand city mall area smooking luas nyaman cocok buat tunggu keluarga belanja kerja laptop ketemu rekan kopi menu standard excelso recomended,146
385,Outlet yg disini lebih nyaman dibandingkan yang di eastcoast,5,60,outlet sini lebih nyaman banding di eastcoast,45
386,Kopi kenangan.. yang akan selalu di kenang... Rasanya wueanak pol..,5,67,kopi kenang akan selalu kenang rasa wueanak pol,47
387,"Mumpung di TP, lg pengen minum yg manis2 nih..  ..",5,50,mumpung tp lg ken minum manis2 nih,34
388,"Salah satu tujuan kalau mau makan steak yang affordable dengan rasa yang masih masuk. Staffnya ramah dan helpful. Karena letaknya di galaxy mall 3, jadi parkirnya ada di galaxy mall 3 Cukup rame kalau hari libur.",4,212,salah satu tuju kalau mau makan steak affordable rasa masih masuk staffnya ramah helpful letak galaxy mall 3 jadi parkir di galaxy mall 3 cukup rame kalau hari libur,165
389,Enak pepesnya favorit,5,21,enak pepes favorit,18
390,Empal suirnya favorit banget. Sambel terasinya ngangenin. Plus es susu dele nya.. Mantab,5,88,empal suirnya favorit banget sambel terasi ngangenin plus es susu dele mantab,77
391,Mantab pokok nya... masakannya cocok banget,5,43,mantab pokok masakan cocok banget,33
392,Nyaman buat santai,5,18,nyaman buat santai,18
393,Sy tadi beli yang black aren ternyata gak dapat rasa gula arennya... Yang ada rasanya seperti kenangan mantan... Padahal I have to pay more for it... Adil gak?,2,159,sy tadi beli black aren nyata gak rasa gula aren ada rasa kenang mantan padahal i have to pay more for it adil gak,114
394,"Kopinya enak, manisnya pas, dan harganya terjangkau buat semua kalangan. Ada dua tempat nongkrong yaitu area indoor dan outdoor. Pelayanannya cepat dan bisa menggunakan tunai maupun Qris. Alangkah lebih baik bila download terlebih dahulu aplikasi Kopi Kenangan untuk bisa dapatkan informasi tentang promo-promo yang ada.",5,320,kopi enak manis pas harga jangkau buat semua kalang dua tempat nongkrong area indoor outdoor layan cepat bisa tunai maupun qris alangkah lebih baik bila download lebih aplikasi kopi kenang bisa informasi promo-promo ada,219
395,"skrg kopken dah b aja, kadang zonk -_-",2,38,skrg kopken dah b aja kadang zonk - -,37
396,Kopi mantan yg selalu enakkkkkkk,5,32,kopi mantan selalu enakkkkkkk,29
397,"Outdoornya sejuk, makanannya enak. Favorit saya kopi gula aren dengan mini pizza dan mini wonton",5,96,outdoornya sejuk makan enak favorit kopi gula aren mini pizza mini wonton,73
398,"Tempatnya Betul2 Bersih dan Nyaman tempatnya, pengujungnya Ramai juga, Harganyapun sangat terjangkau pelayanannya juga sangat Ramah2, Pokoknya sangat Mantap sekali     .",5,169,tempat betul2 bersih nyaman tempat ujung ramai harga sangat jangkau layan sangat ramah2 pokok sangat mantap sekali,114
399,Poor service... pelayan fera tidak ramah dan tidak sopan.. tolong jd perhatian..,1,80,poor service layan fera ramah tidak sopan jd perhati,52
400,Lagi dan lagi  ... kusus.nya... gindaco... klau jm 10...buka ..resto ..harus sudah prepare ... klau ada pesanan itu langsung d proses .. bukan mala d tinggal ... sudah nunggu 10 menit.an... baru d proses.... tolonk d perbaiki...untuk pelayanan.nya. kpanlda pelanggan...  .... seharus.nya.. jm buka resto ..harus ...siap proses... bukan ..mala d tinggal... tinggal ajha... ... kecewa.... banget...,1,396,dan sus gindaco klau jm 10 buka resto prepare klau pesan langsung d proses bukan mala d tinggal sudah nunggu 10 menit an baru d proses tolonk d baik layan kpanlda langgan jm buka resto siap proses bukan mala d tinggal tinggal ajha kecewa banget,244
401,"Pelayanan cepet, pegawai ramah asik dehh",5,40,layan cepet pegawai ramah asik dehh,35
402,Makanan keluarnya lama,4,22,makan keluar lama,17
403,Kopi Kenangan termasuk kopi yang enak,5,37,kopi kenang masuk kopi enak,27
404,Selalu mantab,5,13,selalu mantab,13
405,Lama sekali kasirnya astaga.. 15menit berdiri blm maju2 antriannya.,1,67,lama sekali kasir astaga 15menit diri blm maju2 antri,53
406,"Tempt nyaman,buat kerja santai,fas wifi,ramah pelayanannya...",5,61,tempt nyaman buat kerja santai fas wifi ramah layan,51
407,"Makanannya enak Kami beli nasi campurnya 29rb (Sept 2021), enak ... Meski tidak ada udang dan empalnya (Krn itu menu tersendiri) ... Dan porsinya cukup banyak. Depot ini ada dalam food court PGS ... Banyak resto yg tutup ... Dan tempat duduk tidak telalu banyak ... Tetapi Krn pengunjung yg makan juga tidak banyak maka tidak sampai terjadi perebutan. Bagi kami ... Beli nasi campur Bu Rudy mmang pas Tetapi ini selera kami ya ... Tiap orang punya seleranya masing2",4,465,makan enak beli nasi campur 29rb sept 2021 enak meski ada udang empal krn menu sendiri porsi cukup banyak depot ada food court pgs banyak resto tutup tempat duduk talu banyak krn unjung makan tidak banyak tidak jadi rebut beli nasi campur bu rudy mmang pas ini selera kami ya tiap orang punya selera masing2,307
408,"pegawai clening servise dilantai atas lantai 2 mohon di tegur dan di ajarkan tata cara sopan santun dalam bekerja. Dengan ciri :pakai topi hitam , baju hitam , celana hitam ,masker hitam, kurus Karna sistem kerjanya seperti orang  lagi demo. Meja kursi dari kayu di dorong kasar dan bunyinya glodak kasar .tidak sekali dua kali melainkan keterusan. Terimakasi",1,359,pegawai clening servise lantai atas lantai 2 mohon tegur ajar tata cara sopan santun kerja ciri pakai topi hitam baju hitam celana hitam masker hitam kurus karna sistem kerja orang demo meja kursi kayu di dorong kasar bunyi glodak kasar sekali kali terus terimakasi,265
409,"Yah okelah untuk kongkow dan  , semua tersedia.... Tinggal atur aja waktu makan, minum, and nambah menunya",5,106,yah oke kongkow semua sedia tinggal atur aja waktu makan minum and nambah menu,78
410,Pelayanan Lama Cuma Pesan 1 Minum Nunggu 1 Jam lebih,1,52,layan lama cuma pesan 1 minum nunggu 1 jam lebih,48
411,"Barista Yuk Tha sangat tidak ramah ya, lebih ramah customer di banding yang jual. Beli kopi buat nambah mood makin gak mood, 2 hari beturut2 seperti itu.",3,153,barista yuk tha sangat ramah lebih ramah customer banding jual beli kopi buat nambah mood makin gak mood 2 hari beturut2 itu,124
412,"Pegawainya sombong dan tidak ada attitude. Rasa kopinya encer tidak enak, tidak seperti dulu. Jualan tidak amanah.",1,114,pegawai sombong attitude rasa kopi encer enak seperti dulu jual tidak amanah,76
413,Topping pearl knp seakan-akan limited?,4,38,topping pearl knp limited,25
414,Sebelum pandemi lokasinya bagus untuk sendirian.,5,48,pandemi lokasi bagus sendiri,28
415,"Pesan nasi goreng ayam, bener2 gk bisa di makan, nasi nya keras, dingin dan spt nya nasi goreng frozen cm di microwave doank.. Pelayanan nya juga buruk, org yg udah selesai makan piring2 dan gelas tidak segera di angkat, meja kotor tdk segera di bersihkan.. Ini judulnya signature, minuman nya jauh lbh mahal dari pda kopi kenangan biasa tapi bener2 pelayanan nya jelek",1,369,pesan nasi goreng ayam bener2 gk makan nasi keras dingin spt nasi goreng frozen cm microwave doank layan buruk org udah selesai makan piring2 gelas segera angkat meja kotor tdk segera di sih judul signature minum jauh lbh mahal pda kopi kenang biasa bener2 layan jelek,268
416,Pelayanannya baik ramah dan cepat,5,33,layan baik ramah cepat,22
417,Kopinya enak. Ada roti juga,5,27,kopi enak roti,14
418,"tempatnya nyaman, pegawainya ramah, cocok buat nugas",5,52,tempat nyaman pegawai ramah cocok buat nugas,44
419,Pelayanannya sangat lama,1,24,layan sangat lama,17
420,"Tempatnya nyaman, tapi mungkin pas lagi kemarau, kipasnya krg mendinginkan hehe",4,79,tempat nyaman mungkin pas kemarau kipas krg dingin hehe,55
421,Pelayanan Mantap banyak promo menarik. Dan 1 lagi Rasa minumannya sangat menyegarkan dan pas banget di lidah. Semoga sukses selalu.,5,131,layan mantap banyak promo tarik 1 rasa minum sangat segar pas banget lidah moga sukses selalu,93
422,"Makanan enak, service bagus & cepat, tempat bersih ber ac & ada outdoor jg",5,74,makan enak service bagus cepat tempat bersih ber ac outdoor jg,62
423,"Makanan tidak terlalu mengesankan, namun tidak mahal",3,52,makan terlalu kesan tidak mahal,31
