ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
347,"This is the premium version of Kopi Kenangan with upgraded menus and tools. Ada banyak tambahan menu dan tentunya tambahan harga juga. Sekarang ada mix mocktail cold brew, beberapa pilihan biji kopi, v60, pastry, dan lainnya lagi. Untuk seating layout masih sama seperti dulu, hanya interiornya terutama bagian order dan cashier lebih terang dan memberikan vibe lebih premium dan cerah. Overall masih tempat yang oke untuk ngopi, nongki, kerja tugas, hanya perlu nambah budget saja.",5,482,premium version kopi kenang upgraded nus tools banyak tambah menu tentu tambah harga sekarang mix mocktail cold brew beberapa pilih biji kopi pastry lain seating layout masih sama dulu interior utama order cashier lebih terang beri vibe lebih premium cerah overall masih oke ngopi nongki kerja tugas perlu nambah budget,319
348,"Secara kualitas masih sama seperti Chatime pada umumnya. Mungkin yang perlu di jadikan concern ketika upselling produknya. Jika yang datang orang orang yang sering beli Chatime/orang FnB masih ok karena mereka akan paham cara upselling. Sedikit saran dari saya, kalau mau menawarkan topping, mungkin kalimatnya bisa di ubah dengan cara Mau tambah topping apa kak? bukan Mau topping apa kak?",2,390,cara kualitas masih sama chatime umum mungkin perlu jadi concern upselling produk datang orang orang sering beli chatime orang fnb masih karena paham cara upselling sedikit saran kalau mau tawar topping mungkin kalimat ubah cara mau tambah topping apa kak bukan mau topping apa kak,281
349,Tempat terbaik makan siang,5,26,baik siang,10
350,siip poll,5,9,siip poll,9
351,"Staff sangat membantu , saya bawa cucu staff dengan cepat mengantar ke meja saya",5,80,staff sangat bantu bawa cucu staff cepat antar meja,51
352,Pesen chicken steak sampai 1 meja selesai belum datang,1,54,sen chicken steak meja selesai belum datang,43
353,"Tempat nya nyaman, rasa makanan juga enak.. TOP deh",5,51,nyaman rasa enak top deh,24
354,"Sudah lama ga ke Excelso dan cobain yang di Pakuwon Mall ini. Pelayanan Excelso biasanya ramah dan sangat membantu. Ini pelayan cowonya pura-pura ga lihat saat dipanggil. Saat mengantar makanan ditaruh di pinggir jadi kita harus ambil sendiri sudah kayak makan di tempat prasmanan. Minuman Avocado Float baru keluar setelah beberapa makanan habis. Saat ditanya ke mbanya yang namanya Sally, gak ada minta maafnya cuma ngomong  Sedang di blender kak . Saat ngomong dan tanya order (karena beberapa ga keluar) juga agak ketus. Pesen spaghetti dan fettuccine semuanya overcooked jadi ga enak. Pengalaman buruk banget, ga akan balik yang di Pakuwon Mall. Jelek banget servicenya.",2,675,lama ga excelso cobain pakuwon mall excelso biasa ramah sangat bantu cowonya pura ga lihat panggil antar taruh pinggir jadi ambil sendiri kayak prasmanan avocado float baru keluar telah beberapa habis tanya mbanya nama sally gak minta maaf cuma ngomong sedang blender kak ngomong tanya order karena beberapa ga keluar agak ketus sen spaghetti fettuccine semua overcooked jadi ga enak alam buruk banget ga balik pakuwon mall jelek banget servicenya,447
355,"Agak panas, mungkin ac-nya mati kemarin.",5,40,agak panas mungkin acnya mati kemarin,37
356,"The atmosphere is elegant, the fragrance is rich, mellow and intoxicating, and the lighting is soft. It is a good place to gather, reminisce and talk. .",5,152,atmosphere elegant fragrance rich mellow intoxicating lighting soft good place gather reminisce talk,100
357,Tempat langganan buat Ngopi. Letak nya di Galaxy Mall 2 sebelah SOGO. Menu Favorit Latte / Green Tea dan Peanut Panini. Starbucks disini selalu ramai pengunjung.,5,161,langgan buat ngopi letak galaxy mall belah sogo menu favorit latte green tea peanut panini starbucks sini selalu ramai unjung,125
358,"Harga sesuai rasa, nyaman, aman ... pelayan sangat ramah",5,56,harga sesuai rasa nyaman aman sangat ramah,42
359,"Bu kris ruko pengampon. Baru kali ini gw kayak merasa di tipu gt, beli kotakan tp dikasih harga masing2 per item, tp makanan yg di dapat gak sesuai dengan harga per item tersebut, kecewa padahal udah langganan dsini tp baru kali ini di kecewain, Gw beli juga banyak, habis hampir 1.5 jt tp kayak gak puas gt, kalo dijelasin gak detail banget pelayanannya, kalo dikasih harga per item ya yg sesuai gt lho sama makanan yg di dapat. Buat yg mau bungkus disini mending tanya yg detail deh drpada kena zonk kayak gw",1,510,bu kris ruko pengampon baru kali gw kayak rasa tipu gt beli kota tp kasih harga masing per item tp gak sesuai harga per item sebut kecewa padahal udah langgan dsini tp baru kali kecewain gw beli banyak habis hampir jt tp kayak gak puas gt kalo dijelasin gak detail banget kalo kasih harga per item sesuai gt lho sama buat mau bungkus sini mending tanya detail deh drpada kena zonk kayak gw,389
360,"suasananya nyaman penerangan juga pas, rasa minuman dn makanan dg hrga sgtu trmasuk enak worth to buy",5,101,suasana nyaman terang pas rasa dn dg hrga sgtu trmasuk enak worth buy,69
361,"Coba belajar dari paper cup sama merci cafe. Minuman mereka worth pol dengan harga segitu. Masa minuman kalian udah gelas kecil, ga diisi full, banyak laron, mahal lagi, dll.",1,174,coba ajar paper cup sama merci cafe worth pol harga segitu masa kalian udah gelas kecil ga isi full banyak laron mahal,118
362,Gacoan margo lelet banget. Terima nota pukul 20.18. Keluar dari gacoan 21.00. Order hanya 1 mie dan 1 dimsum. 18 februari 2024,1,126,gaco margo lelet banget terima nota pukul keluar gaco order mie dimsum februari,79
363,"Bu Kris emg pilihan kalo lagi mau indonesian food dimana smua menu ada, mulai dr penyetan hingga empek empek ada semua, dengan harga yang relatif stabil. Sayang cabang bu kris ini bertempat di dalam kompleks pertokoan sehingga yang berkemdaraan harus bayar parkir kompleks sekitar 8.000 untuk mobil",4,298,bu kris emg pilih kalo mau indonesian food mana smua menu mulai dr penyet hingga empek empek semua harga relatif stabil sayang cabang bu kris kompleks toko berkemdaraan bayar parkir kompleks mobil,196
364,Jual roti....enak n murah banget,5,32,jual roti enak murah banget,27
365,"Sistem layanan yang semakin membanggongkan, kemarin kebagian tempat duduk mana, malah ke pindah gara2 sudah ditempatin orang lain, malah kita yang cari tempatnya, tpi untung karyawan yang lainnya mau merespon dengan cepat.",3,222,sistem makin membanggongkan kemarin duduk mana malah pindah gara ditempatin orang lain malah cari tpi untung karyawan lain mau merespon cepat,141
366,"Makanan enak, minuman enak, sayang ga ada mushola",4,49,enak enak sayang ga mushola,27
367,"Paling suka Starbucks di TP 6. Favorit spot di open areanya. Bs ngopi sambil bengong & liat aktivitas mobil2 di bawah yg lalu lalang, healing ala aku meski ttp di dlm mall :) Jgn malu buat tanya minuman rekomen baristanya & snack yg dimau.",4,239,paling suka starbucks tp favorit spot open area bs ngopi bengong liat aktivitas mobil bawah lalu lalang healing ala aku meski ttp dlm mall jgn malu buat tanya rekomen baristanya snack mau,187
368,"Toiletnya dimaintenance dong, air wc smaa air wastafel kok mati semua.",1,70,toilet dimaintenance dong air wc smaa air wastafel kok mati semua,65
369,Enakk makanannya dan waitersnya ramah pelayanannya.,4,51,enakk waitersnya ramah,22
370,Store Managernya senior saya,5,28,store managernya senior,23
371,"bintang 3 dulu, drive thrunya agak lelet cuy, 20 menitan nunggu ga keluar2 itu minuman",3,86,bintang dulu drive thrunya agak lelet cuy menit nunggu ga keluar,64
372,"Mie Mapan di BG Junction adalah surga bagi pecinta mie. Rasanya autentik dan cita rasanya khas. Suasana restorannya nyaman, cocok untuk keluarga atau teman. Pelayanan cepat dan ramah menambah kepuasan. Hidangan mie yang lezat dan variasi menu membuat Mie Mapan di BG Junction menjadi destinasi kuliner yang wajib dicoba bagi penggemar mie yang mencari pengalaman kuliner yang otentik.",5,384,mie mapan bg junction surga cinta mie rasa autentik cita rasa khas suasana restoran nyaman cocok keluarga teman cepat ramah tambah puas hidang mie lezat variasi menu buat mie mapan bg junction jadi destinasi kuliner wajib coba gemar mie cari alam kuliner otentik,262
373,Setiap ke Surabaya pasti mampir ke sini...,5,42,tiap surabaya mampir sini,25
374,"Udah beberapa kali kesini karyawannya selalu ga ramah Trs dijam set8 lantai 2 katanya sdh close. Lt 1 gaada tempat untuk charger Trs ada pembeli lain yang nyaut mesti alasane ngunu, mesti close Indo: selalu alasannya begitu, selalu close Makasih bukk mewakili sekali",3,266,udah beberapa kali kesini karyawannya selalu ga ramah trs jam set lantai kata sdh close lt gaada charger trs beli lain nyaut mesti alasane ngunu mesti close indo selalu alas begitu selalu close makasih bukk wakil sekali,219
375,"Makanan oke tapi pelayanan sang kasir trainee ini yang sangat tidak oke. Sy usulkan tidak usah diterima kasir yg masih training baju putih itu sombong sekali, menghina. Saat pembayaran di jam 20.45:WIB Jumat , 22-12-2023. Pembayaran nyaris 2 juta tanya apa bill bisa dipending besok utk souvernir boneka di GM, ekspresi muka dan jawabannya bikin tersinggung. Heran ya, ini trainee kog nyinyir daripada karyawan tetap yg semuanya ramah",2,434,oke tapi sang kasir trainee sangat tidak oke sy usul tidak usah terima kasir masih training baju putih sombong sekali hina bayar jam wib jumat bayar nyaris juta tanya apa bill pending besok utk souvernir boneka gm ekspresi muka jawab bikin singgung heran trainee kog nyinyir daripada karyawan tetap semua ramah,310
376,Yg penting bisa rokok an,3,24,penting rokok,13
377,Dulu ke sini waktu acara ultah teman yg ke 40. Kemarin ultah anak ke 7. Suasananya ternyata cocok juga untuk ultah anak.,5,120,dulu sini waktu acara ultah teman kemarin ultah anak suasana nyata cocok ultah anak,83
378,masakannya enak,5,15,masakan enak,12
379,"Makanannya enak, tempat nya nyaman",5,34,enak nyaman,11
380,"Gut place, Gut service, Gut recommend banget deh",5,48,gut place gut service gut recommend banget deh,46
381,"Order dua menu, ayam empal dan empal bakwan. Take away. Waktu tunggu 10-15 menit. Pelayanan ramah. Tempat bersih, parkir mobil luas. Untuk rasa maaf menurut saya rada keasinan",3,175,order menu ayam empal empal bakwan take away waktu tunggu menit ramah bersih parkir mobil luas rasa maaf turut rada asin,120
382,"Dari dulu sering bgt beli chatime di sini. Cuma karena skr berusaha mengurangi minuman manis, jd sudah jarang bgt ke sini. Akhirnya coba lagi beli, rasanya masih enak tp memang manis walaupun sudah minta less sugar 50%. Mungkin saya saja yg sudah tidak biasa minum manis",5,270,dulu sering bgt beli chatime sini cuma karena skr usaha kurang manis jd jarang bgt sini akhir coba beli rasa masih enak tp memang manis walaupun minta less sugar mungkin tidak biasa manis,187
383,The best pokoknya rasane,5,24,best pokok rasane,17
384,"Di dalam Grand City Mall, Area smooking nya luas dan nyaman. Cocok buat menunggu keluarga belanja, kerja dengan laptop ataupun ketemu rekan Kopi dan menu standard excelso, Recomended",4,182,grand city mall area smooking luas nyaman cocok buat tunggu keluarga belanja kerja laptop ketemu rekan kopi menu standard excelso recomended,140
385,Outlet yg disini lebih nyaman dibandingkan yang di eastcoast,5,60,outlet sini lebih nyaman banding eastcoast,42
386,Kopi kenangan.. yang akan selalu di kenang... Rasanya wueanak pol..,5,67,kopi kenang selalu kenang rasa wueanak pol,42
387,"Mumpung di TP, lg pengen minum yg manis2 nih..  ..",5,50,mumpung tp lg ken manis nih,27
388,"Salah satu tujuan kalau mau makan steak yang affordable dengan rasa yang masih masuk. Staffnya ramah dan helpful. Karena letaknya di galaxy mall 3, jadi parkirnya ada di galaxy mall 3 Cukup rame kalau hari libur.",4,212,salah satu tuju kalau mau steak affordable rasa masih masuk staffnya ramah helpful karena letak galaxy mall jadi parkir galaxy mall cukup rame kalau hari libur,159
389,Enak pepesnya favorit,5,21,enak pepes favorit,18
390,Empal suirnya favorit banget. Sambel terasinya ngangenin. Plus es susu dele nya.. Mantab,5,88,empal suirnya favorit banget sambel terasi ngangenin plus es susu dele mantab,77
391,Mantab pokok nya... masakannya cocok banget,5,43,mantab pokok masakan cocok banget,33
392,Nyaman buat santai,5,18,nyaman buat santai,18
393,Sy tadi beli yang black aren ternyata gak dapat rasa gula arennya... Yang ada rasanya seperti kenangan mantan... Padahal I have to pay more for it... Adil gak?,2,159,sy tadi beli black nyata gak rasa gula rasa kenang mantan padahal pay adil gak,78
394,"Kopinya enak, manisnya pas, dan harganya terjangkau buat semua kalangan. Ada dua tempat nongkrong yaitu area indoor dan outdoor. Pelayanannya cepat dan bisa menggunakan tunai maupun Qris. Alangkah lebih baik bila download terlebih dahulu aplikasi Kopi Kenangan untuk bisa dapatkan informasi tentang promo-promo yang ada.",5,320,kopi enak manis pas harga jangkau buat semua kalang nongkrong area indoor outdoor cepat tunai maupun qris alangkah lebih baik bila download lebih aplikasi kopi kenang informasi promopromo,187
395,"skrg kopken dah b aja, kadang zonk -_-",2,38,skrg kopken dah aja kadang zonk,31
396,Kopi mantan yg selalu enakkkkkkk,5,32,kopi mantan selalu enakkkkkkk,29
397,"Outdoornya sejuk, makanannya enak. Favorit saya kopi gula aren dengan mini pizza dan mini wonton",5,96,outdoornya sejuk enak favorit kopi gula mini pizza mini wonton,62
398,"Tempatnya Betul2 Bersih dan Nyaman tempatnya, pengujungnya Ramai juga, Harganyapun sangat terjangkau pelayanannya juga sangat Ramah2, Pokoknya sangat Mantap sekali     .",5,169,betul bersih nyaman ujung ramai harga sangat jangkau sangat ramah pokok sangat mantap sekali,92
399,Poor service... pelayan fera tidak ramah dan tidak sopan.. tolong jd perhatian..,1,80,poor service fera tidak ramah tidak sopan tolong jd perhati,59
400,Lagi dan lagi  ... kusus.nya... gindaco... klau jm 10...buka ..resto ..harus sudah prepare ... klau ada pesanan itu langsung d proses .. bukan mala d tinggal ... sudah nunggu 10 menit.an... baru d proses.... tolonk d perbaiki...untuk pelayanan.nya. kpanlda pelanggan...  .... seharus.nya.. jm buka resto ..harus ...siap proses... bukan ..mala d tinggal... tinggal ajha... ... kecewa.... banget...,1,396,sus gindaco klau jm buka resto prepare klau pesan langsung proses bukan mala tinggal nunggu menit baru proses tolonk baik kpanlda langgan jm buka resto siap proses bukan mala tinggal tinggal ajha kecewa banget,209
401,"Pelayanan cepet, pegawai ramah asik dehh",5,40,cepet pegawai ramah asik dehh,29
402,Makanan keluarnya lama,4,22,keluar lama,11
403,Kopi Kenangan termasuk kopi yang enak,5,37,kopi kenang masuk kopi enak,27
404,Selalu mantab,5,13,selalu mantab,13
405,Lama sekali kasirnya astaga.. 15menit berdiri blm maju2 antriannya.,1,67,lama sekali kasir astaga menit diri blm maju antri,50
406,"Tempt nyaman,buat kerja santai,fas wifi,ramah pelayanannya...",5,61,tempt nyaman buat kerja santai fas wifi ramah,45
407,"Makanannya enak Kami beli nasi campurnya 29rb (Sept 2021), enak ... Meski tidak ada udang dan empalnya (Krn itu menu tersendiri) ... Dan porsinya cukup banyak. Depot ini ada dalam food court PGS ... Banyak resto yg tutup ... Dan tempat duduk tidak telalu banyak ... Tetapi Krn pengunjung yg makan juga tidak banyak maka tidak sampai terjadi perebutan. Bagi kami ... Beli nasi campur Bu Rudy mmang pas Tetapi ini selera kami ya ... Tiap orang punya seleranya masing2",4,465,enak beli nasi campur rb sept enak meski tidak udang empal krn menu sendiri porsi cukup banyak depot food court pgs banyak resto tutup duduk tidak talu banyak tetapi krn unjung tidak banyak maka tidak jadi rebut beli nasi campur bu rudy mmang pas tetapi selera tiap orang punya selera masing,291
408,"pegawai clening servise dilantai atas lantai 2 mohon di tegur dan di ajarkan tata cara sopan santun dalam bekerja. Dengan ciri :pakai topi hitam , baju hitam , celana hitam ,masker hitam, kurus Karna sistem kerjanya seperti orang  lagi demo. Meja kursi dari kayu di dorong kasar dan bunyinya glodak kasar .tidak sekali dua kali melainkan keterusan. Terimakasi",1,359,pegawai clening servise lantai atas lantai mohon tegur ajar tata cara sopan santun kerja ciri pakai topi hitam baju hitam celana hitam masker hitam kurus karna sistem kerja orang demo meja kursi kayu dorong kasar bunyi glodak kasar tidak sekali kali lain terus terimakasi,271
409,"Yah okelah untuk kongkow dan  , semua tersedia.... Tinggal atur aja waktu makan, minum, and nambah menunya",5,106,yah oke kongkow semua sedia tinggal atur aja waktu nambah menu,62
410,Pelayanan Lama Cuma Pesan 1 Minum Nunggu 1 Jam lebih,1,52,lama cuma pesan nunggu jam lebih,32
411,"Barista Yuk Tha sangat tidak ramah ya, lebih ramah customer di banding yang jual. Beli kopi buat nambah mood makin gak mood, 2 hari beturut2 seperti itu.",3,153,barista yuk tha sangat tidak ramah lebih ramah customer banding jual beli kopi buat nambah mood makin gak mood hari beturut,123
