ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
372,"Mie Mapan di BG Junction adalah surga bagi pecinta mie. rasa nya autentik dan cita rasa nya khas. Suasana restoran nya nyaman, cocok untuk keluarga atau teman. Pelayanan cepat dan ramah menambah kepuasan. Hidangan mie yang lezat dan variasi menu membuat Mie Mapan di BG Junction menjadi destinasi kuliner yang wajib dicoba bagi penggemar mie yang mencari pengalaman kuliner yang otentik.",5,387,mie mapan bg junction surga cinta mie rasa autentik cita rasa khas suasana restoran nyaman cocok keluarga teman cepat ramah tambah puas hidang mie lezat variasi menu buat mie mapan bg junction jadi destinasi kuliner wajib coba gemar mie cari alam kuliner otentik,262
373,Setiap ke Surabaya pasti mampir kesini...,5,41,tiap surabaya mampir kesini,27
374,"sudah beberapa kali kesini karyawan nya selalu tidak ramah terus dijam set 8 lantai 2 katanya sudah close. Lt 1 tidak ada tempat untuk charger terus ada pembeli lain yang nyaut pasti alasannya begitu, mesti close Indo: selalu alasannya begitu, selalu close Makasih bukk mewakili sekali",3,285,beberapa kali kesini karyawan selalu tidak ramah terus jam set lantai kata close lt tidak charger terus beli lain nyaut alas begitu mesti close indo selalu alas begitu selalu close makasih bukk wakil sekali,206
375,"Makanan oke tetapi pelayanan sang kasir trainee ini yang sangat tidak oke. saya usulkan tidak usah diterima kasir yang masih training baju putih itu sombong sekali, menghina. Saat pembayaran di jam 20.45:WIB Jumat , 22-12-2023. Pembayaran nyaris 2 juta tanya apa bill bisa dipending besok untuk souvernir boneka di GM, ekspresi muka dan jawaban nya bikin tersinggung. Heran ya, ini trainee kok nyinyir daripada karyawan tetap yang semua nya ramah",2,446,oke tetapi sang kasir trainee sangat tidak oke usul tidak usah terima kasir masih training baju putih sombong sekali hina bayar jam wib jumat bayar nyaris juta tanya apa bill pending besok souvernir boneka ekspresi muka jawab bikin singgung heran trainee kok nyinyir daripada karyawan tetap semua ramah,302
376,yang penting bisa rokok an,3,26,penting rokok,13
377,Dulu kesini waktu acara ultah teman yang ke 40. Kemarin ultah anak ke 7. Suasana nya ternyata cocok juga untuk ultah anak.,5,122,dulu kesini waktu acara ultah teman kemarin ultah anak suasana nyata cocok ultah anak,85
378,masakan nya enak,5,16,masakan enak,12
379,"makanan nya enak, tempat nya nyaman",5,35,enak nyaman,11
380,"good place, good service, good recommended banget deh",5,53,good place good service good recommended banget,47
381,"Order dua menu, ayam empal dan empal bakwan. Take away. Waktu tunggu 10-15 menit. Pelayanan ramah. Tempat bersih, parkir mobil luas. Untuk rasa maaf menurut saya agak keasinan",3,175,order menu ayam empal empal bakwan take away waktu tunggu menit ramah bersih parkir mobil luas rasa maaf turut agak asin,120
382,"Dari dulu sering banget beli chatime di sini. Cuma karena skr berusaha mengurangi minuman manis, jadi sudah jarang banget kesini. Akhirnya coba lagi beli, rasa nya masih enak tetapi memang manis walaupun sudah minta less sugar 50%. Mungkin saya saja yang sudah tidak biasa minum manis",5,284,dulu sering banget beli chatime sini cuma karena skr usaha kurang manis jadi jarang banget kesini akhir coba beli rasa masih enak tetapi memang manis walaupun minta less sugar mungkin tidak biasa manis,201
383,The best pokoknya rasa nya,5,26,best pokok rasa,15
384,"Di dalam Grand City Mall, Area smoke nya luas dan nyaman. Cocok buat menunggu keluarga belanja, kerja dengan laptop ataupun ketemu rekan Kopi dan menu standard excelso, recommended",4,180,grand city mall area smoke luas nyaman cocok buat tunggu keluarga belanja kerja laptop ketemu rekan kopi menu standard recommended,130
385,Outlet yang disini lebih nyaman dibandingkan yang di eastcoast,5,62,outlet sini lebih nyaman banding eastcoast,42
386,kopken.. yang akan selalu di kenang... rasa nya enak banget..,5,61,selalu kenang rasa enak banget,30
387,"Mumpung di TP, lagi pengen minum yang manis2 nih..  ..",5,54,mumpung ken manis nih,21
388,"Salah satu tujuan kalau mau makan steak yang affordable dengan rasa yang masih masuk. Staff nya ramah dan helpful. Karena letak nya di gm 3, jadi parkir nya ada di gm 3 Cukup ramai kalau hari lbr.",4,196,salah satu tuju kalau mau steak affordable rasa masih masuk staff ramah helpful karena letak jadi parkir cukup ramai kalau hari lbr,131
389,Enak pepes nya favorit,5,22,enak pepes favorit,18
390,Empal suir nya favorit banget. sambal terasi nya ngangenin. Plus es susu dele nya.. mantap,5,90,empal suir favorit banget sambal terasi ngangenin plus es susu dele mantap,74
391,mantap pokok nya... masakan nya cocok banget,5,44,mantap pokok masakan cocok banget,33
392,Nyaman buat santai,5,18,nyaman buat santai,18
393,saya tadi beli yang black aren ternyata tidak dapat rasa gula aren nya... Yang ada rasa nya seperti kenangan mantan... Padahal I have to pay more for it... Adil tidak?,2,167,tadi beli black nyata tidak rasa gula rasa kenang mantan padahal pay adil tidak,79
394,"kopi nya enak, manis nya pas, dan harga nya terjangkau buat semua kalangan. Ada dua tempat nongkrong yaitu area indoor dan outdoor. pelayanan nya cepat dan bisa menggunakan tunai maupun Qris. Alangkah lebih baik bila download terlebih dahulu aplikasi kopken untuk bisa dapatkan informasi tentang promo-promo yang ada.",5,317,kopi enak manis pas harga jangkau buat semua kalang nongkrong area indoor outdoor cepat tunai maupun qris alangkah lebih baik bila download lebih aplikasi informasi promopromo,175
395,"sekarang kopken dah biasa saja, kadang zonk",2,43,sekarang dah biasa kadang zonk,30
396,Kopi mantan yang selalu enak,5,28,kopi mantan selalu enak,23
397,"Outdoor nya sejuk, makanan nya enak. Favorit saya kopi gula aren dengan mini pizza dan mini wonton",5,98,outdoor sejuk enak favorit kopi gula mini pizza mini wonton,59
398,"tempat nya Betul2 Bersih dan Nyaman tempat nya, pengujung nya Ramai juga, Harga nya pun sangat terjangkau pelayanan nya juga sangat Ramah2, Pokoknya sangat Mantap sekali     .",5,175,betul bersih nyaman ujung ramai harga sangat jangkau sangat ramah pokok sangat mantap sekali,92
399,Poor service... pelayan fera tidak ramah dan tidak sopan.. tolong jadi perhatian..,1,82,poor service fera tidak ramah tidak sopan tolong jadi perhati,61
400,Lagi dan lagi  ... kusus.nya... gindaco... kalau jam 10...buka ..resto ..harus sudah prepare ... kalau ada pesanan itu langsung di proses .. bukan malah di tinggal ... sudah menunggu 10 menit.an... baru di proses.... tolonk di perbaiki...untuk pelayanan.nya. kepada pelanggan...  .... seharusnya.. jam buka resto ..harus ...siap proses... bukan ..malah di tinggal... tinggal aja... ... kecewa.... banget...,1,406,sus gindaco kalau jam buka resto prepare kalau pesan langsung proses bukan malah tinggal tunggu menit baru proses tolonk baik langgan jam buka resto siap proses bukan malah tinggal tinggal aja kecewa banget,206
401,"Pelayanan cepat, pegawai ramah asik deh",5,39,cepat pegawai ramah asik,24
402,Makanan keluar nya lama,4,23,keluar lama,11
403,kopken termasuk kopi yang enak,5,30,masuk kopi enak,15
404,Selalu mantap,5,13,selalu mantap,13
405,Lama sekali kasir nya astaga.. 15 menit berdiri belum maju2 antrian nya.,1,72,lama sekali kasir astaga menit diri belum maju antri,52
406,"Tempat nyaman,buat kerja santai,fas wifi,ramah pelayanan nya...",5,63,nyaman buat kerja santai fas wifi ramah,39
407,"makanan nya enak Kami beli nasi campur nya 29rb (Sept 2021), enak ... Meski tidak ada udang dan empal nya (karena itu menu tersendiri) ... Dan porsi nya cukup banyak. Depot ini ada dalam food court PGS ... Banyak resto yang tutup ... Dan tempat duduk tidak telalu banyak ... Tetapi karena pengunjung yang makan juga tidak banyak maka tidak sampai terjadi perebutan. Bagi kami ... Beli nasi campur Bu Rudy memang pas Tetapi ini selera kami ya ... setiap orang punya seleranya masing2",4,482,enak beli nasi campur rb sept enak meski tidak udang empal karena menu sendiri porsi cukup banyak depot food court pgs banyak resto tutup duduk tidak talu banyak tetapi karena unjung tidak banyak maka tidak jadi rebut beli nasi campur bu rudy memang pas tetapi selera tiap orang punya selera masing,298
408,"pegawai cleaning service dilantai atas lantai 2 mohon di tegur dan di ajarkan tata cara sopan santun dalam bekerja. Dengan ciri :pakai topi hitam , baju hitam , celana hitam ,masker hitam, kurus karena sistem kerjanya seperti orang  lagi demo. Meja kursi dari kayu di dorong kasar dan bunyinya kasar .tidak sekali dua kali melainkan keterusan. Terimakasi",1,354,pegawai cleaning service lantai atas lantai mohon tegur ajar tata cara sopan santun kerja ciri pakai topi hitam baju hitam celana hitam masker hitam kurus karena sistem kerja orang demo meja kursi kayu dorong kasar bunyi kasar tidak sekali kali lain terus terimakasi,266
409,"Yah okelah untuk nongkrong dan  , semua tersedia.... Tinggal atur saja waktu makan, minum, and nambah menu nya",5,110,yah oke nongkrong semua sedia tinggal atur waktu nambah menu,60
410,Pelayanan Lama Cuma Pesan 1 Minum Nunggu 1 Jam lebih,1,52,lama cuma pesan nunggu jam lebih,32
411,"Barista Yuk Tha sangat tidak ramah ya, lebih ramah customer di banding yang jual. Beli kopi buat nambah mood makin tidak mood, 2 hari beturut2 seperti itu.",3,155,barista yuk tha sangat tidak ramah lebih ramah customer banding jual beli kopi buat nambah mood makin tidak mood hari beturut,125
412,"pegawai nya sombong dan tidak ada attitude. Rasa kopi nya encer tidak enak, tidak seperti dulu. Jualan tidak amanah.",1,116,pegawai sombong tidak attitude rasa kopi encer tidak enak tidak dulu jual tidak amanah,86
413,Topping pearl kenapa seakan-akan limited?,4,41,topping pearl kenapa limited,28
414,Sebelum pandemi lokasi nya bagus untuk sendirian.,5,49,belum pandemi lokasi bagus sendiri,34
415,"Pesan nasi goreng ayam, benar2 tidak bisa di makan, nasi nya keras, dingin dan seperti nya nasi goreng frozen tetapi di microwave saja.. Pelayanan nya juga buruk, orang yang sudah selesai makan piring2 dan gelas tidak segera di angkat, meja kotor tidak segera di bersihkan.. Ini judul nya signature, minuman nya jauh lebih mahal daripada kopken biasa tetapi benar2 pelayanan nya buruk",1,384,pesan nasi goreng ayam benar tidak nasi keras dingin nasi goreng frozen tetapi microwave buruk orang selesai piring gelas tidak segera angkat meja kotor tidak segera sih judul signature jauh lebih mahal daripada biasa tetapi benar buruk,236
416,pelayanan nya baik ramah dan cepat,5,34,baik ramah cepat,16
417,kopi nya enak. Ada roti juga,5,28,kopi enak roti,14
418,"tempat nya nyaman, pegawai nya ramah, cocok buat nugas",5,54,nyaman pegawai ramah cocok buat nugas,37
419,pelayanan nya sangat lama,1,25,sangat lama,11
420,"tempat nya nyaman, tetapi mungkin pas lagi kemarau, kipas nya kurang men dingin kan ",4,84,nyaman tetapi mungkin pas kemarau kipas kurang men dingin kan,61
421,Pelayanan Mantap banyak promo menarik. Dan 1 lagi Rasa minuman nya sangat menyegarkan dan pas banget dilidah. Semoga sukses selalu.,5,131,mantap banyak promo tarik rasa sangat segar pas banget lidah moga sukses selalu,79
422,"Makanan enak, service bagus & cepat, tempat bersih ber ac & ada outdoor juga",5,76,enak service bagus cepat bersih ber ac outdoor,46
423,"Makanan tidak terlalu mengesankan, namun tidak mahal",3,52,tidak terlalu kesan namun tidak mahal,37
424,"Pesan antar,belum di buatkan driver datang,ini resto super gopartner",1,68,pesan antar belum buat driver datang resto super gopartner,58
425,"pelayanan nya bagus, staff nya ramah-ramah lagi. Juga deket dari rumah.",5,71,bagus staff ramah deket rumah,29
426,Tempat nyaman dan di trans icon ada makanan nya juga,5,52,nyaman trans icon,17
427,"Pegawai chatime gm sangat lama pelayanan nya di mulai dari kasir dan pegawai lain nya di waktu lagi banyak pesanan yang masuk dari ojol grab , gojek dan shoope pegawai nya pada sembunyi tidak mau saling bantu yang mengerjakan pesanan cuma 1 orang jadi waktu ojol menunggu sekitar 45 menit tolong di brefing lebih keras agar custamer tidak menunggu lama2.",1,354,pegawai chatime sangat lama mulai kasir pegawai lain waktu banyak pesan masuk ojol grab gojek shoope pegawai sembunyi tidak mau saling bantu kerja pesan cuma orang jadi waktu ojol tunggu menit tolong brefing lebih keras custamer tidak tunggu lama,246
428,"pesan minuman keluar 20 menit. sudah saya tanyakan 2 kali tetapi tidak digubris dan harus tanya lagi, ternyata pesanan saya di skip.",1,132,pesan keluar menit tanya kali tetapi tidak gubris tanya nyata pesan skip,72
429,Oke disini buat kerja dan nongkrong,5,35,oke sini buat kerja nongkrong,29
430,"Makanan oke, segi pelayanan juga oke. Spg nya ramah, sopan. Pokoknya tidak nyesel kalau beli disini",5,99,oke segi oke spg ramah sopan pokok tidak nyesel kalau beli sini,63
431,"Semua karyawan outlet nya baik dan ramah-ramah , dalam menjelaskan menu juga sangat sabar . tidak pernah lupa nawarin promo yang ada juga Semoga outlet lainnya bisa seperti yang di plaza surabaya",5,195,semua karyawan outlet baik ramah jelas menu sangat sabar tidak pernah lupa nawarin promo moga outlet lain plaza surabaya,120
432,Tempat favorit kalau bingung mau makan apa dan dimana,5,53,favorit kalau bingung mau apa mana,34
433,"(-) secara tempat susah di cari , karena di bagian pojok banget (-) pegawai kurang ramah , hanya ada 1 pegawai cowok yang sangat ramah (-) minta kecap manis sekelas Resto boncafe katanya kehabisan, dikasih hanya sedikit banget. (-) seafood fried rice nya tidak enak (dan) Bersih (dan) Good place , meksipun saya lebih prefer boncafe yang di gm NB : nambah paperbag 6k, take a way nambah 10k",2,390,cara susah cari karena pojok banget pegawai kurang ramah pegawai cowok sangat ramah minta kecap manis kelas resto boncafe kata habis kasih sedikit banget seafood fried rice tidak enak bersih good place meksipun lebih prefer boncafe nb nambah paperbag take way nambah k,268
434,"Matcha Latte ter enak se perkopian, buat aku matcha nya kerasa banget & wajib banget less sigar karena biar bisa ngerasain matcha nya. Best banget",5,146,matcha latte ter enak se kopi buat aku matcha rasa banget wajib banget less sigar karena biar ngerasain matcha best banget,122
435,Kemarin ke excelso di TP 6 yang sebelahnya Nona Manis. Keadaannya lumayan ramai. saya duduk tepat di samping kaca pemisah ruangan indoor dan outdoor. saya memesan sandwich club.. Ice chocolate chip Dan Ice Blackforrest Frappio. Pertama dilayani kak yang kurus.. pelayanan nya baik dan cepat. Setelah itu ada kakak2 gendut mau mengambil buku menu tetapi dengan sikap yang tidak ramah. Sangat disayangkan di mana biasanya pelayanan excelso sangat baik dan ramah dalam melayani customer. Untung makanan dan minuman nya nyaman. Menu baru Blackforrest Frappio lumayan enak.. tetapi masih terlalu manis bagi saya. Chocolate chip ya seperti biasa enak juga banget juga dengan sandwich club.. Juga masih stabil Taste nya.,1,713,kemarin belah nona manis lumayan ramai duduk tepat samping kaca pisah ruang indoor outdoor mes sandwich club ice chocolate chip ice blackforrest frappio pertama kak kurus baik cepat telah kakak gendut mau ambil buku menu tetapi sikap tidak ramah sangat sayang mana biasa sangat baik ramah customer untung nyaman menu baru blackforrest frappio lumayan enak tetapi masih terlalu manis chocolate chip biasa enak banget sandwich club masih stabil taste,448
436,"Kecewa, starbucks member tidak bisa dpakai",1,42,kecewa starbucks member tidak dpakai,36
437,"makanan nya enak2 banget, pesan mie gulai, tempat sama yamin karage, habis tidak bersisa karena seenak itu   mie nya kenyal, sambal nya mantap,    pelayanan nya ramah banget   Thank you mie mapan imam bonjol",5,207,enak banget pesan mie gulai sama yamin karage habis tidak sisa karena enak mie kenyal sambal mantap ramah banget thank mie mapan imam bonjol,140
438,Harusnya parkiran nya gratis..,1,30,parkir gratis,13
439,Enak sambal dan paket penyetan nya..juara banget,5,48,enak sambal paket penyet juara banget,37
